index,coordenadas_X,coordenadas_Y,demandas,maxDemand,minTW,maxTW
0,0.9670298390136767,0.895501166056146,35,150,0,100000
1,0.5472322491757223,0.36285358843312643,40,150,0,100000
2,0.9726843599648843,0.6375570730187367,50,150,0,100000
3,0.7148159936743647,0.19144640211896335,105,150,0,100000
4,0.6977288245972708,0.4977941146173057,145,150,0,100000
5,0.21608949558037638,0.18244540457120684,60,150,0,100000
6,0.9762744547762418,0.9183830391397627,100,150,0,100000
7,0.006230255204589863,0.43182207134122763,5,150,0,100000
8,0.25298236238344396,0.8301881020983463,30,150,0,100000
9,0.4347915324044458,0.4167763046783626,5,150,0,100000
10,0.7793829217937525,0.904667588743367,130,150,0,100000
11,0.19768507460025309,0.40482521731090604,30,150,0,100000
12,0.8629932355992223,0.33117450309112273,40,150,0,100000
13,0.9834006771753128,0.5721387702727486,30,150,0,100000
14,0.16384224140469872,0.8454436490941133,50,150,0,100000
15,0.5973339439328592,0.861014311753072,55,150,0,100000
16,0.008986097667554982,0.5956881170683345,125,150,0,100000
17,0.3865712826436294,0.08466161102041025,95,150,0,100000
18,0.044160057931499574,0.5972666073191749,25,150,0,100000
19,0.9566529677142359,0.24545370858310211,15,150,0,100000
20,0.43614664687979765,0.7325934485899678,100,150,0,100000
21,0.9489773067815628,0.8946512923167388,85,150,0,100000
22,0.786305985935061,0.5147339709131451,20,150,0,100000
23,0.8662892985816985,0.6035635103602064,115,150,0,100000
24,0.17316542149594816,0.06506781238280734,145,150,0,100000
25,0.07494858701310703,0.5400747296428063,130,150,0,100000
26,0.6007427213777693,0.12918678367043768,65,150,0,100000
27,0.16797218371840383,0.614562846350332,85,150,0,100000
28,0.7333801675105699,0.3636503470448379,100,150,0,100000
29,0.4084438601520147,0.7677580343307457,65,150,0,100000
30,0.5279088234179203,0.04853413641955251,65,150,0,100000
31,0.937571583950942,0.10981811811784403,140,150,0,100000
32,0.521696122444958,0.6840232151236276,105,150,0,100000
33,0.10819338288723068,0.5146536970836565,45,150,0,100000
34,0.15822340718479944,0.5716413716147491,35,150,0,100000
35,0.5452026517032128,0.8437069939906554,80,150,0,100000
36,0.5244040800684734,0.4877376391496743,135,150,0,100000
37,0.6376102441259937,0.8101444221261449,100,150,0,100000
38,0.4014954435902729,0.51024362929494,40,150,0,100000
39,0.6498051090193423,0.9267206932402512,140,150,0,100000
40,0.39690000290173266,0.666927771539626,100,150,0,100000
41,0.6239161135482231,0.14872683943405696,130,150,0,100000
42,0.7674049670901238,0.3645531753257558,70,150,0,100000
43,0.17897391004113083,0.8657749159440993,90,150,0,100000
44,0.3755757685875424,0.35028521085551567,25,150,0,100000
45,0.5025330593269344,0.18902575945615485,45,150,0,100000
46,0.6866670799163458,0.47262130916577305,20,150,0,100000
47,0.25367964866138315,0.39278117482212993,65,150,0,100000
48,0.5547408629425585,0.6189299266440936,5,150,0,100000
49,0.6249308440640977,0.4367662919395132,95,150,0,100000
